,type_of_intervention,data_start,date_end,locality,state,country,citation,entered_by,further_notes_comments,Unnamed: 9
21,CPV,3/16/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-02-20-food-service.pdf,John,Closure of all non-essential food service businesses between 11am-6pm. Date_end tied to most recent SOE.,
22,HE,3/16/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1239581966305046533,John,Recommendation via twitter to stay home if you are sick.,
23,HS,3/17/2020,,miami_dade_county,FL,USA,https://news.miami-airport.com/mia-travel-update-in-response-to-the-covid-19-threat/,John,MIA (Miami International Airport) conducting health screening on all Level 3 European countries,
24,CPV,3/17/2020,3/27/2020,miami_dade_county,FL,USA,https://www.jud11.flcourts.org/Court-Announcements/ArtMID/584/ArticleID/3440/COVID-19-Advisory-6-All-Courthouse-Facilities-Closed-March-17-27-Except-for-Mission-Critical-Court-Matters,John,Closure of all courthouses for non-mission critical matters,
25,HE,3/17/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1239952230876426246,John,Recommendation via twitter for social distancing,
26,CPV,3/17/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-03-20-food-service.pdf,John,"Delivery and essentials (grocery, pharmacies, gas, and convenience stores) excluded.",
27,GS_10,3/18/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-04-20-parks.pdf,John,"Applies to parks, beaches and recreation facilities owned or operated by Miami-Dade County. Date_end tied to most recent SOE.",
29,HE,3/18/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1240276881150218241,John,Recommendation via twitter for case isolation,
30,SOE,3/19/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-state-of-emergency-extension.pdf,John,Date_end can be extended.,
31,CPV,3/19/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-06-20-parks-beaches.pdf,John,"Closure of all parks, beaches and recreation facilities owned or operated by Miami-Dade County. Date_end tied to most recent SOE.",
32,NESC,3/19/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-07-20-businesses.pdf,John,Closure of all non-essential retail and commercial establishments. Date_end tied to most recent SOE.,
35,HE,3/19/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1240629059312369664,John,Recommendation via twitter for social distancing,
38,NESC,3/21/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-09-20-commercial-lodging.pdf,John,"Closure of Hotels, motels and short-term vacation rentals for non-essentials persons. Date_end tied to most recent SOE.",
214,TR_China,2/3/2020,,miami_dade_county,FL,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
454,CI,3/1/2020,,miami_dade_county,FL,USA,https://www.tampabay.com/florida-politics/buzz/2020/03/02/first-patients-in-florida-test-positive-for-coronavirus/,Sydney,"Two people from Hillsborough and Manatee counties first to test positive, self-isolating at home",
456,HQ,3/2/2020,,miami_dade_county,FL,USA,https://www.wmfe.org/floridas-response-to-covid-19/146518,Sydney,"Residents coming from China, Italy, Iran, South Korea and some parts of Japan must self-isolate",
458,HQ,3/7/2020,,miami_dade_county,FL,USA,http://www.floridahealth.gov/newsroom/2020/03/030720-department-of-health-advises-individuals-who-traveled-on-nile-river-cruise-to-selfisolate-14-days-from-date-return.pr.html,Sydney,"individuals returning from river cruise on the Nile River in Egypt advised to self-isolate for 14 days; individuals on tours who traveled to Egypt, Israel and Jordan between Feb 4 - 18 and hav ebecome sick are advidsed to isolate for duration of illness",
459,SOE,3/9/2020,,miami_dade_county,FL,USA,https://www.orlandoweekly.com/Blogs/archives/2020/03/10/florida-gov-desantis-declares-state-of-emergency-over-coronavirus,Sydney,,
460,HS,3/9/2020,,miami_dade_county,FL,USA,https://www.orlandoweekly.com/Blogs/archives/2020/03/10/florida-gov-desantis-declares-state-of-emergency-over-coronavirus,Sydney,developed visitor screening tool for long-term care facilities,
461,HQ,3/9/2020,,miami_dade_county,FL,USA,http://www.floridahealth.gov/newsroom/2020/03/030920-department-health-covid19-update.pr.html,Sydney,Mandatory 14-day self-isolation for all individduals who have traveled internationally Level 3; Level 2 and cruises should monitor health and limit interactions for 14 days and self-isolate if become symptomatic,
463,HS,3/12/2020,,miami_dade_county,FL,USA,https://www.clickorlando.com/news/local/2020/03/12/here-are-the-5-things-floridas-governor-wants-to-do-to-stop-the-spread-of-coronavirus/,Sydney,organized screening measures for mass gatherings,
467,PC,3/13/2020,3/30/2020,miami_dade_county,FL,USA,https://www.wfla.com/community/health/coronavirus/florida-schools-to-close-for-2-weeks-due-to-coronavirus/,Sydney,Florida K-12 public schools close for two weeks,
468,PC,,4/15/2020,miami_dade_county,FL,USA,https://polkschoolsfl.com/newsrelease/governor-florida-k-12-schools-to-remain-closed-until-april-15/,Sydney,Schools remain closed until April,
469,CPV,3/17/2020,4/17/2020,miami_dade_county,FL,USA,https://www.clickorlando.com/news/local/2020/03/17/florida-governor-suspends-all-nightclubs-and-bars-for-30-days-due-to-coronavirus/,Sydney,"Closure of bars and nightclubs, restaurants stay at 50% capacity and keep tables 6ft apart",
470,PC,3/17/2020,,miami_dade_county,FL,USA,https://www.wesh.com/article/uf-students-covid-19-colleges-to-finish-semester-online/31700538,Sydney,All state colleges and universites remain remote learning for rest of spring semester,
473,CPV,3/20/2020,,miami_dade_county,FL,USA,https://www.heraldtribune.com/news/20200320/coronavirus-florida-governor-closes-all-restaurants-and-gyms,Sydney,closing all restaurant dining areas and gyms,
474,CPV,3/20/2020,,miami_dade_county,FL,USA,http://www.floridahealth.gov/newsroom/2020/03/032020-2058-covid19.pr.html,Sydney,"state order to close all movie theaters, concert houses, auditoriums, playhouses, bowling alleys, arcaades, gyms, fitness studios and beaches in Broward County and Palm Beach County",
385,PC,3/13/2020,4/6/2020,middlesex_county,MA,USA,https://www.newton.k12.ma.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=36&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=12528&PageID=1,MaxW,"Newton, MA",
386,SD,3/15/2020,,middlesex_county,MA,USA,https://myemail.constantcontact.com/COVID-19--Taking-Significant-Steps.html?soid=1105979720296&aid=tEziyOO5CYg,MaxW,"Newton, MA",
387,GS_25,3/15/2020,,middlesex_county,MA,USA,http://www.newtonma.gov/gov/health_n_human_services/public/covid_19.asp#1173,MaxW,"Newton, MA",
390,HE,3/18/2020,,middlesex_county,MA,USA,http://www.newtonma.gov/gov/health_n_human_services/public/covid_19.asp#1173,MaxW,"Newton, MA - link to CDC prevention tips",
391,HQ,3/20/2020,,middlesex_county,MA,USA,http://www.newtonma.gov/gov/health_n_human_services/public/covid_19.asp#1174,MaxW,"Newton, MA - requested self-quarantine for travelers and alerted contacts of + cases",
392,NESC,3/15/2020,,middlesex_county,MA,USA,https://myemail.constantcontact.com/COVID-19--Taking-Significant-Steps.html?soid=1105979720296&aid=tEziyOO5CYg,MaxW,"Newton, MA - closing of Senior Center, Library, and Parks/Rec services",
394,PC,3/12/2020,4/7/2020,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19/updates,MaxW,"Cambridge, MA - public schools closed",
396,HE,3/17/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19/updates,MaxW,"Cambridge, MA - Hygiene, social distancing, and food waste guidance",
399,SOE,3/19/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19/News/2020/03/cityofcambridgeandcambridgepublichealthdepartmentdeclarepublichealthemergency,MaxW,"Cambridge, MA - in addition to the statewide emergency order, the city of Cambridge declares public health emergency",
400,NESC,3/20/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/news/2020/03/temporaryemergencyorderontheclosureofseveralbusinessesactivities,MaxW,"Cambridge, MA - Emergency order to close salons, shops, gyms, etc.",
404,CI,3/17/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19,MaxW,"Cambridge, MA",
405,HQ,3/17/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19,MaxW,"Cambridge, MA",
406,GS_25,3/17/2020,,middlesex_county,MA,USA,https://www.cambridgema.gov/covid19,MaxW,"Cambridge, MA - gathering size limit specifically targetted at businesses that remain open",
407,SD,3/13/2020,,middlesex_county,MA,USA,http://cambridgepublichealth.org/news/article.php?id=239,MaxW,"Cambridge, MA - social distancing",
411,PC,3/16/2020,3/27/2020,middlesex_county,MA,USA,https://www.lowell.k12.ma.us/cms/lib/MA01907636/Centricity/Domain/2728/LPSD%20COVID-19%20Closing%20Notice%203-13-20.pdf,MaxW,"Lowell, MA - public schools closed",
2,PC,3/17/2020,4/6/2020,middlesex_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Elementary and high schools,
3,CPV,3/17/2020,,middlesex_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Bar and restaurants consumption on premises,
4,GS_25,3/17/2020,,middlesex_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Over 25 individuals,
5,SOE,3/10/2020,,middlesex_county,MA,USA,https://www.mass.gov/resource/information-on-the-outbreak-of-coronavirus-disease-2019-covid-19,Amanda,,
214,TR_China,2/3/2020,,middlesex_county,MA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
331,SOE,3/10/2020,,middlesex_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,Elizabeth,Effective immediately and shall remain in effect until notice is given,
333,PC,3/16/2020,4/6/2020,middlesex_county,MA,USA,https://www.mass.gov/doc/march-15-2020-school-closure-order/download,Elizabeth,All public and private elementary and secondary schools shall suspend all normal in-person instruction and other educational operations. Issued 03/15 to start on 03/16,
335,HS,3/17/2020,,middlesex_county,MA,USA,https://www.mass.gov/doc/march-15-2020-hospital-visitor-restrictions-order/download,Elizabeth,Implement procedures published by the DPH to screen all hospitcal visitors and restict visitation as necessary.,
336,HS,3/15/2020,,middlesex_county,MA,USA,https://www.mass.gov/doc/march-15-2020-assisted-living-visitor-restrictions-order/download,Elizabeth,Implement procedures publlished by the Executive Office of Elder Affairs to restrict visitation as necessary,
338,PC,3/15/2020,,middlesex_county,MA,USA,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,Elizabeth,"Strongly recommend that colleges and universities, both public and private, continue to pursue strategies to reduce the need for students to be on campus, including suspending in-person classes and implementing institution-wide programs to shift to remote learning. Institutions should also pursue strategies to reduce the need for faculty and staff to be on campus",
339,GS,3/17/2020,4/5/2020,middlesex_county,MA,USA,https://www.mass.gov/doc/march-15-2020-large-gatherings-25-and-restaurants-order/download,Elizabeth,Gatherings of over 25 people prohibited throughout the Commonwealth. Does not apply to any municipal legislative body or to the General Court or to the judiciary,
340,GS,3/13/2020,,middlesex_county,MA,USA,https://www.wgbh.org/news/local-news/2020/03/13/gov-baker-bans-gatherings-of-more-than-250-people-statewide,Elizabeth,"Statewide ban on all gatherings of over 250 people. Does not apply to airports, train stations, medical facilities, libraries, shopping malls, schools, office environments, factories, etc. This was over-ridden by March 17th order",
342,SD,3/21/2020,,middlesex_county,MA,USA,https://www.mbta.com/covid19,Elizabeth,MBTA customers should board at the rear doors of buses and street-level trolley stops,
346,HS,3/11/2020,,middlesex_county,MA,USA,https://www.mass.gov/news/massachusetts-issues-policies-and-procedures-restricting-visitors-to-nursing-homes-and-rest,,"Nursing home visitor restrictions. Ban visitors who show signs or symptoms of a respiratory infection. Prohibit visitors if in the last 14 days they have been in contact with a confirmed COVID-19 diagnosis, are under investigation or has been sick and/or have traveled internationaly in the last 14 days or reside in a community where COVID 19 is spreading",
347,HS,3/13/2020,,middlesex_county,MA,USA,https://www.dhs.gov/news/2020/03/13/department-homeland-security-outlines-new-process-americans-returning-certain,,"Travelers from European countries, China, Iran subject to health screenings at Logan Airport. Upon arrival, travelers will proceed to standard customs processing. They will then continue to enhanced entry screening where the passenger will be asked about their medical history, current condition, and asked for contact information for local health authorities. Passengers will then be given written guidance about COVID-19 and directed to proceed to their final destination, and immediately home-quarantine in accordance with CDC best practices.",
382,SOE,3/10/2020,,middlesex_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Declared by the state of MA,
389,SOE,3/10/2020,,middlesex_county,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Effective for all MA,
412,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston and mainland China - Beijing and Shanghai - have been temporarily suspended,
413,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston and Seoul, South Korea have been temporarily suspended",
414,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Tel Aviv on El Al have been temporarily suspended,
415,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Casablanca on Royal Air Maroc have been temporarily suspended,
416,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Sal, Cape Verde on Cabo Verde have been temporarily suspended",
417,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on Virgin Atlantic have been temporarily suspended,
418,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Paris, Amsterdam, London, Dublin on Delta have been temporarily suspended",
419,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Rome on Alitalia have been temporarily suspended,
420,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on American Airlines have been temporarily suspended,
421,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Frankfurt, Munich on Lufthansa have been temporarily suspended",
422,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Zurich on Swiss have been temporarily suspended,
423,TR,,,middlesex_county,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Amsterdam on KLM have been temporarily suspended,
447,CPV,3/17/2020,4/5/2020,middlesex_county,MA,USA,https://www.mass.gov/doc/march-16-2020-large-gathering-at-25-people-order/download,Elizabeth,"Restaurant, bar or establishment that offers food shall not permit on-premises consumption of food or drink",
648,LD,3/8/2020,4/3/2020,"modena,_parma",Emilia Romagna,Italy,https://www.gazzettaufficiale.it/eli/id/2020/03/08/20A01522/sg,Andrea,"Citizens in northern Italy need special permission to travel. closure of schools, gyms, museums, nightclubs and other venues.",
646,TR_china - Taiwan-HK-Macau,1/31/2020,4/28/2020,"modena,_parma",Emilia Romagna,Italy,https://www.bloomberg.com/news/articles/2020-02-10/italy-s-hopes-for-closer-china-ties-hit-by-virus-flight-ban-rift,Andrea,Italy was the first European Union member to impose travel restrictions to China,
650,LD,3/9/2020,4/3/2020,"modena,_parma",Emilia Romagna,Italy,http://www.governo.it/it/articolo/firmato-il-dpcm-9-marzo-2020/14276#,Andrea,Italian Government extends lockdown and travel restrictions to entire italian territory,
651,NESC,3/12/2020,3/25/2020,"modena,_parma",Emilia Romagna,Italy,http://www.governo.it/it/articolo/coronavirus-conte-firma-il-dpcm-11-marzo-2020/14299,Andrea,"Italy ordered the nationwide closure of all restaurants and bars, along with most stores and commercial activities",
652,NESC,3/23/2020,4/3/2020,"modena,_parma",Emilia Romagna,Italy,http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-22-marzo-2020/14363,Andrea,the Italian government extends previous decree and further closed all non-essential businesses and industries,
741,CI,2/1/2020,,nan,MA,USA,https://www.wbur.org/news/2020/02/01/coronavirus-boston-massachusetts,Elizabeth,"First confirmed case in MA. College student in 20s, returned to BOS from Wuhan, China",
742,SD,3/24/2020,4/6/2020,nan,MA,USA,https://www.masslive.com/coronavirus/2020/03/coronavirus-causes-massachusetts-gov-charlie-baker-to-issue-stay-at-home-advisory-closing-all-non-essential-businesses.html,Elizabeth,"Statewide stay at home advisory. All businesses and organizations that do not provide “COVID-19 Essential Services” to close their physical workplaces and facilities to workers, customers and the public. Residents are advised to stay home and avoid unnecessary travel and other unnecessary activities. Issued 03/23. Go into effect 03/24.",
2,PC,3/17/2020,4/6/2020,nan,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Elementary and high schools,
3,CPV,3/17/2020,,nan,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Bar and restaurants consumption on premises,
4,GS_25,3/17/2020,,nan,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Over 25 individuals,
5,SOE,3/10/2020,,nan,MA,USA,https://www.mass.gov/resource/information-on-the-outbreak-of-coronavirus-disease-2019-covid-19,Amanda,,
214,TR_China,2/3/2020,,nan,-,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
331,SOE,3/10/2020,,nan,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,Elizabeth,Effective immediately and shall remain in effect until notice is given,
333,PC,3/16/2020,4/6/2020,nan,MA,USA,https://www.mass.gov/doc/march-15-2020-school-closure-order/download,Elizabeth,All public and private elementary and secondary schools shall suspend all normal in-person instruction and other educational operations. Issued 03/15 to start on 03/16,
335,HS,3/17/2020,,nan,MA,USA,https://www.mass.gov/doc/march-15-2020-hospital-visitor-restrictions-order/download,Elizabeth,Implement procedures published by the DPH to screen all hospitcal visitors and restict visitation as necessary.,
336,HS,3/15/2020,,nan,MA,USA,https://www.mass.gov/doc/march-15-2020-assisted-living-visitor-restrictions-order/download,Elizabeth,Implement procedures publlished by the Executive Office of Elder Affairs to restrict visitation as necessary,
338,PC,3/15/2020,,nan,MA,USA,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,Elizabeth,"Strongly recommend that colleges and universities, both public and private, continue to pursue strategies to reduce the need for students to be on campus, including suspending in-person classes and implementing institution-wide programs to shift to remote learning. Institutions should also pursue strategies to reduce the need for faculty and staff to be on campus",
339,GS,3/17/2020,4/5/2020,nan,MA,USA,https://www.mass.gov/doc/march-15-2020-large-gatherings-25-and-restaurants-order/download,Elizabeth,Gatherings of over 25 people prohibited throughout the Commonwealth. Does not apply to any municipal legislative body or to the General Court or to the judiciary,
340,GS,3/13/2020,,nan,MA,USA,https://www.wgbh.org/news/local-news/2020/03/13/gov-baker-bans-gatherings-of-more-than-250-people-statewide,Elizabeth,"Statewide ban on all gatherings of over 250 people. Does not apply to airports, train stations, medical facilities, libraries, shopping malls, schools, office environments, factories, etc. This was over-ridden by March 17th order",
342,SD,3/21/2020,,nan,MA,USA,https://www.mbta.com/covid19,Elizabeth,MBTA customers should board at the rear doors of buses and street-level trolley stops,
346,HS,3/11/2020,,nan,MA,USA,https://www.mass.gov/news/massachusetts-issues-policies-and-procedures-restricting-visitors-to-nursing-homes-and-rest,,"Nursing home visitor restrictions. Ban visitors who show signs or symptoms of a respiratory infection. Prohibit visitors if in the last 14 days they have been in contact with a confirmed COVID-19 diagnosis, are under investigation or has been sick and/or have traveled internationaly in the last 14 days or reside in a community where COVID 19 is spreading",
347,HS,3/13/2020,,nan,MA,USA,https://www.dhs.gov/news/2020/03/13/department-homeland-security-outlines-new-process-americans-returning-certain,,"Travelers from European countries, China, Iran subject to health screenings at Logan Airport. Upon arrival, travelers will proceed to standard customs processing. They will then continue to enhanced entry screening where the passenger will be asked about their medical history, current condition, and asked for contact information for local health authorities. Passengers will then be given written guidance about COVID-19 and directed to proceed to their final destination, and immediately home-quarantine in accordance with CDC best practices.",
382,SOE,3/10/2020,,nan,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Declared by the state of MA,
389,SOE,3/10/2020,,nan,MA,USA,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,MaxW,Effective for all MA,
412,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston and mainland China - Beijing and Shanghai - have been temporarily suspended,
413,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston and Seoul, South Korea have been temporarily suspended",
414,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Tel Aviv on El Al have been temporarily suspended,
415,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Casablanca on Royal Air Maroc have been temporarily suspended,
416,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Sal, Cape Verde on Cabo Verde have been temporarily suspended",
417,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on Virgin Atlantic have been temporarily suspended,
418,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Paris, Amsterdam, London, Dublin on Delta have been temporarily suspended",
419,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Rome on Alitalia have been temporarily suspended,
420,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to London on American Airlines have been temporarily suspended,
421,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,"Nonstop flights to/ from Boston to Frankfurt, Munich on Lufthansa have been temporarily suspended",
422,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Zurich on Swiss have been temporarily suspended,
423,TR,,,nan,MA,USA,https://www.massport.com/massport/media/newsroom/traveler-advisory-regarding-covid-19/,Elizabeth,Nonstop flights to/ from Boston to Amsterdam on KLM have been temporarily suspended,
447,CPV,3/17/2020,4/5/2020,nan,MA,USA,https://www.mass.gov/doc/march-16-2020-large-gathering-at-25-people-order/download,Elizabeth,"Restaurant, bar or establishment that offers food shall not permit on-premises consumption of food or drink",
241,SOE,3/13/2020,,nassau_county,NY,USA,https://www.nassaucountyny.gov/DocumentCenter/View/28820,Raghav G,Local state of emergency declared,
242,PC,3/16/2020,,nassau_county,NY,USA,https://www.nassaucountyny.gov/DocumentCenter/View/28821,Raghav G,Schools and classes closed,
243,CPV,3/16/2020,,nassau_county,NY,USA,https://www.nassaucountyny.gov/4946/Coronavirus-COVID-19,Raghav G,"Restaurants, movie theatres etc. closed",
244,GS_50,3/16/2020,,nassau_county,NY,USA,https://www.nassaucountyny.gov/4946/Coronavirus-COVID-20,Raghav G,Gatherings <50 people,
245,SD,3/20/2020,,nassau_county,NY,USA,https://www.newsday.com/news/health/coronavirus/coronavirus-long-island-1.43307789,Raghav G,State order of 75% of employees to work from home.,
246,NESC,3/20/2020,,nassau_county,NY,USA,https://patch.com/new-york/gardencity/coronavirus-cuomo-orders-non-essential-new-yorkers-stay-home,Raghav G,State order of Non-essential services to be closed,
214,TR_China,2/3/2020,,nassau_county,NY,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
437,CPV,17-Mar,,new_york_city,NY,USA,https://www.forbes.com/sites/elvaramirez/2020/03/16/coronavirus-crisis-nyc-closes-bars-restaurants-and-other-venues/#4ad2b704e4cf,RaghavR,,
438,PC,16-Mar,20-Apr,new_york_city,NY,USA,https://nypost.com/2020/03/15/coronavirus-in-ny-nyc-schools-will-close/,RaghavR,All NYC schools,
439,SD,20-Mar,,new_york_city,NY,USA,https://www.nbcnewyork.com/news/coronavirus/nyc-hospitals-weeks-from-running-out-of-supplies-as-death-toll-soars/2335762/,RaghavR,Stay-at-home mandate,
440,NESC,22-Mar,,new_york_city,NY,USA,https://www.bloomberg.com/news/articles/2020-03-21/new-york-city-to-close-all-non-essential-businesses-sunday,RaghavR,,
441,SOE,12-Mar,,new_york_city,NY,USA,https://thehill.com/policy/healthcare/487330-de-blasio-declares-state-of-emergency-in-new-york-city,RaghavR,,
442,GS_500,12-Mar,,new_york_city,NY,USA,https://gothamist.com/news/coronavirus-nyc-covid19-restrictions,RaghavR,STATE-WIDE,
444,PL,18-Mar,,new_york_city,NY,USA,https://gothamist.com/news/new-york-expanding-paid-sick-leave-workers-under-quarantine-covid-19,RaghavR,"STATE-WIDE, large employers (100+ employees) & public employers mandated to provide paid sick leave of 14 days; employers with 11-99 employees OR $1M+ net income mandated to provide 5 days",
451,SDO,20-Mar,,new_york_city,NY,USA,https://www.amny.com/coronavirus/new-york-state-on-pause-cuomo-enacts-matildas-law-in-response-to-ongoing-spread-of-covid-19/,RaghavR,Matilda's law' enacted - vulnerable individuals to stay at home except for excercise,
214,TR_China,2/3/2020,,new_york_city,NY,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
0,SDO,3/3/2020,,norfolk_county,MA,USA,https://www.tauntongazette.com/news/20200303/state-suspects-second-coronavirus-case-is-in-norfolk-county/1,Amanda,This is just the first known case in Norfolk,
12,SOE,3/20/2020,,norfolk_county,MA,USA,https://www.needhamma.gov/DocumentCenter/View/21054/Declaration,Amanda,Specific to the Town of Needham -,
2,PC,3/17/2020,4/6/2020,norfolk_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Elementary and high schools,
3,CPV,3/17/2020,,norfolk_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Bar and restaurants consumption on premises,
4,GS_25,3/17/2020,,norfolk_county,MA,USA,https://www.mass.gov/info-details/covid-19-guidance-and-directives,Amanda,Over 25 individuals,
5,SOE,3/10/2020,,norfolk_county,MA,USA,https://www.mass.gov/resource/information-on-the-outbreak-of-coronavirus-disease-2019-covid-19,Amanda,,
