fips,county,state,npi,start_date,end_date,citation,note,re-opening_note,re-opening_citation
49057,Weber,Utah,shelter_in_place,3/18/2020,,http://www.webermorganhealth.org/coronavirus/covid19%20public%20health%20order.pdf,,,
49057,Weber,Utah,social_distancing,3/18/2020,,http://www.webermorganhealth.org/coronavirus/covid19%20public%20health%20order.pdf,,,
17007,Boone,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17007,Boone,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17007,Boone,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17007,Boone,Illinois,gathering_size_25_11,,,,,FALSE,
17007,Boone,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17007,Boone,Illinois,lockdown,,,,,FALSE,
17007,Boone,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17007,Boone,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17007,Boone,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17007,Boone,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17007,Boone,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17019,Champaign,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17019,Champaign,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17019,Champaign,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17019,Champaign,Illinois,gathering_size_25_11,,,,,FALSE,
17019,Champaign,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17019,Champaign,Illinois,lockdown,,,,,FALSE,
17019,Champaign,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17019,Champaign,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17019,Champaign,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17019,Champaign,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17019,Champaign,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17031,Cook,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17031,Cook,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17031,Cook,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17031,Cook,Illinois,gathering_size_25_11,,,,,TRUE,
17031,Cook,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17031,Cook,Illinois,lockdown,,,,,TRUE,
17031,Cook,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17031,Cook,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17031,Cook,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17031,Cook,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17031,Cook,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17037,DeKalb,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17037,DeKalb,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17037,DeKalb,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17037,DeKalb,Illinois,gathering_size_25_11,,,,,FALSE,
17037,DeKalb,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17037,DeKalb,Illinois,lockdown,,,,,FALSE,
17037,DeKalb,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17037,DeKalb,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17037,DeKalb,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17037,DeKalb,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17037,DeKalb,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17043,DuPage,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17043,DuPage,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17043,DuPage,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17043,DuPage,Illinois,gathering_size_25_11,,,,,TRUE,
17043,DuPage,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17043,DuPage,Illinois,lockdown,,,,,TRUE,
17043,DuPage,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17043,DuPage,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17043,DuPage,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17043,DuPage,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17043,DuPage,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17089,Kane,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17089,Kane,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17089,Kane,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17089,Kane,Illinois,gathering_size_25_11,,,,,TRUE,
17089,Kane,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17089,Kane,Illinois,lockdown,,,,,TRUE,
17089,Kane,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17089,Kane,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17089,Kane,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17089,Kane,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17089,Kane,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17091,Kankakee,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17091,Kankakee,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17091,Kankakee,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17091,Kankakee,Illinois,gathering_size_25_11,,,,,FALSE,
17091,Kankakee,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17091,Kankakee,Illinois,lockdown,,,,,FALSE,
17091,Kankakee,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17091,Kankakee,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17091,Kankakee,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17091,Kankakee,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17091,Kankakee,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17093,Kendall,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17093,Kendall,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17093,Kendall,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17093,Kendall,Illinois,gathering_size_25_11,,,,,FALSE,
17093,Kendall,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17093,Kendall,Illinois,lockdown,,,,,FALSE,
17093,Kendall,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17093,Kendall,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17093,Kendall,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17093,Kendall,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17093,Kendall,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17097,Lake,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17097,Lake,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17097,Lake,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17097,Lake,Illinois,gathering_size_25_11,,,,,TRUE,
17097,Lake,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17097,Lake,Illinois,lockdown,,,,,TRUE,
17097,Lake,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17097,Lake,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17097,Lake,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17097,Lake,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17097,Lake,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17111,McHenry,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17111,McHenry,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17111,McHenry,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17111,McHenry,Illinois,gathering_size_25_11,,,,,TRUE,
17111,McHenry,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17111,McHenry,Illinois,lockdown,,,,,TRUE,
17111,McHenry,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17111,McHenry,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17111,McHenry,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17111,McHenry,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17111,McHenry,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17113,McLean,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17113,McLean,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17113,McLean,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17113,McLean,Illinois,gathering_size_25_11,,,,,FALSE,
17113,McLean,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17113,McLean,Illinois,lockdown,,,,,FALSE,
17113,McLean,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17113,McLean,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17113,McLean,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17113,McLean,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17113,McLean,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17119,Madison,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17119,Madison,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17119,Madison,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17119,Madison,Illinois,gathering_size_25_11,,,,,FALSE,
17119,Madison,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17119,Madison,Illinois,lockdown,,,,,FALSE,
17119,Madison,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17119,Madison,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17119,Madison,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17119,Madison,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17119,Madison,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17143,Peoria,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17143,Peoria,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17143,Peoria,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17143,Peoria,Illinois,gathering_size_25_11,,,,,FALSE,
17143,Peoria,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17143,Peoria,Illinois,lockdown,,,,,FALSE,
17143,Peoria,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17143,Peoria,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17143,Peoria,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17143,Peoria,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17143,Peoria,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17161,Rock Island,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17161,Rock Island,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17161,Rock Island,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17161,Rock Island,Illinois,gathering_size_25_11,,,,,FALSE,
17161,Rock Island,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17161,Rock Island,Illinois,lockdown,,,,,FALSE,
17161,Rock Island,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17161,Rock Island,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17161,Rock Island,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17161,Rock Island,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17161,Rock Island,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17163,St. Clair,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17163,St. Clair,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17163,St. Clair,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,TRUE,
17163,St. Clair,Illinois,gathering_size_25_11,,,,,TRUE,
17163,St. Clair,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,TRUE,
17163,St. Clair,Illinois,lockdown,,,,,TRUE,
17163,St. Clair,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
17163,St. Clair,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17163,St. Clair,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,TRUE,
17163,St. Clair,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,TRUE,
17163,St. Clair,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,TRUE,
17167,Sangamon,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17167,Sangamon,Illinois,gathering_size_10_0,3/21/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17167,Sangamon,Illinois,gathering_size_100_26,3/16/2020,3/21/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,,FALSE,
17167,Sangamon,Illinois,gathering_size_25_11,,,,,FALSE,
17167,Sangamon,Illinois,gathering_size_500_101,,,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-04.pdf,,FALSE,
17167,Sangamon,Illinois,lockdown,,,,,FALSE,
17167,Sangamon,Illinois,non-essential_services_closure,3/21/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,FALSE,
17167,Sangamon,Illinois,religious_gatherings_banned,3/16/2020,5/1/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17167,Sangamon,Illinois,school closure,3/17/2020,6/27/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-39.aspx,,FALSE,
17167,Sangamon,Illinois,shelter_in_place,3/21/2020,5/29/2020,https://www.illinoispolicy.org/whatyouneedtoknowaboutcoronavirusinillinois/,,FALSE,
17167,Sangamon,Illinois,social_distancing,3/13/2020,6/27/2020,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,,FALSE,
17197,Will,Illinois,closing_of_public_venues,3/16/2020,5/29/2020,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,,TRUE,
